,Feature,MI Score
694,Postcode_3355.0,0.0020357507393460317
695,Postcode_3356.0,0.010266079540776074
696,Postcode_3400.0,0.012361441891755254
697,Postcode_3427.0,0.0
698,Postcode_3429.0,0.0
699,Postcode_3430.0,0.0
700,Postcode_3431.0,0.0
701,Postcode_3437.0,0.0
702,Postcode_3450.0,0.0020976341900653672
703,Postcode_3451.0,0.0013128570329621336
704,Postcode_3498.0,0.0
705,Postcode_3500.0,0.0
706,Postcode_3501.0,0.0
707,Postcode_3550.0,0.009095965868958888
708,Postcode_3551.0,0.00034826818944200255
709,Postcode_3555.0,0.0
710,Postcode_3556.0,0.00231937940917204
711,Postcode_3564.0,0.0020281466907221546
712,Postcode_3585.0,0.0026346453262435787
713,Postcode_3629.0,0.0006148905319418585
714,Postcode_3630.0,0.002581073015117008
715,Postcode_3631.0,0.0
716,Postcode_3658.0,0.008061679365632735
717,Postcode_3660.0,0.0
718,Postcode_3664.0,0.0
719,Postcode_3672.0,0.0025101746846611928
720,Postcode_3690.0,0.0
721,Postcode_3691.0,0.003845665837559631
722,Postcode_3750.0,0.0074175833068190755
723,Postcode_3752.0,0.010743575659848625
724,Postcode_3756.0,0.0039518531431850246
725,Postcode_3757.0,0.0
726,Postcode_3802.0,0.0
727,Postcode_3803.0,0.0018155152053682677
728,Postcode_3804.0,0.0027152346123033855
729,Postcode_3805.0,0.0
730,Postcode_3806.0,0.001021014545006027
731,Postcode_3807.0,0.002170964508111606
732,Postcode_3809.0,0.002982059438136897
733,Postcode_3810.0,0.001064064621167704
734,Postcode_3812.0,0.0013704232033242558
735,Postcode_3818.0,0.0
736,Postcode_3820.0,0.0
737,Postcode_3821.0,0.0
738,Postcode_3824.0,0.0024600935891578857
739,Postcode_3825.0,0.003406656425760435
740,Postcode_3840.0,0.006880778844497337
741,Postcode_3844.0,0.0
742,Postcode_3850.0,0.005012898536381094
743,Postcode_3851.0,0.0034702008335880663
744,Postcode_3854.0,0.0
745,Postcode_3875.0,7.572112811504716e-05
746,Postcode_3878.0,0.002825091627767451
747,Postcode_3910.0,0.0
748,Postcode_3911.0,0.00445863886781761
749,Postcode_3913.0,0.0
750,Postcode_3915.0,0.0
751,Postcode_3918.0,0.002914424125446402
752,Postcode_3926.0,0.0018453199685994903
753,Postcode_3934.0,0.0
754,Postcode_3936.0,0.0
755,Postcode_3938.0,0.0
756,Postcode_3976.0,0.005714781343753028
757,Postcode_3977.0,0.0007598945281586111
758,Postcode_3978.0,0.004373878245163887
759,Postcode_nan,0.0
760,Dominant_Topic_Label_Central Units for Lease,0.009433012640837957
761,Dominant_Topic_Label_Family Homes in Prime Locations,0.022754978210396848
762,"Dominant_Topic_Label_Modern, Low-Maintenance Apartments",0.012866443949227868
763,Dominant_Topic_Label_Stunning Furnished Apartments/Townhouses,0.0067761233674843435
764,Bedrooms,0.15934344384313226
765,Bathrooms,0.12361267171244261
766,CBDDurations_log,0.22185141328719915
767,Parking,0.07453810676612527
768,negative_class,0.0038714004137099245
769,positive_class,0.013784730563627612
770,Sentiment,0.06669485120089824
771,School_Counts_boxcox,0.0636956960475783
772,Distance_to_Nearest_Station_log,0.23992679128078986
773,Bond,3.6616610065669497
774,Property_Size,0.08927059930952641
775,Feature_Count,0.04170083165279781
776,Days_From_Now,0.04866331893228537
